id,Source,Target,label
3845, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
3846,John Maws,Nathanael Greene,Nathanael Greene
3847,Daniel of St. Thomas Jenifer,George Weedon,George Weedon
3848,Samuel Livermore,Meshech Weare,Meshech Weare
3849,James Mitchell Varnum,William Greene,William Greene
3850,William Ellery,William Greene,William Greene
3851,John Sullivan,George Washington,George Washington
3852,Daniel of St. Thomas Jenifer,John Hall,John Hall
3853,John Wirspoon,Speech,Speech
3854, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
3855,Richard Howly,Horatio Gates,Horatio Gates
3856,Thomas Rodney,Caesar Rodney,Caesar Rodney
3857,Samuel Huntington, Several States, Several States
3858,Samuel Huntington,Thomas Jefferson,Thomas Jefferson
3859,John Wirspoon,Benjamin Franklin,Benjamin Franklin
3860,Thomas Rodney,Caesar Rodney,Caesar Rodney
3861,Samuel Himtington,Benjamin Franklin,Benjamin Franklin
3862, Board of War,Proceedings,Proceedings
3863,Samuel Huntington,George Washington,George Washington
3864,Joseph Jones,George Washington,George Washington
3865,James Lovell,John Adams,John Adams
3866, Board of War,George Washington,George Washington
3867,Richard Howly,John Laurens,John Laurens
3868,Samuel Johnston,Thomas Burke,Thomas Burke
3869,John Maws,Nathanael Greene,Nathanael Greene
3870, South Carolina Delegates,Timothy Pickering,Timothy Pickering
3871,Charles Thomson, Several States, Several States
3872, Board of War,George Washington,George Washington
3873,James Lovell,Mrs. Abigail Adams,Mrs. Abigail Adams
3874,Samuel Livermore,Meshech Weare,Meshech Weare
3875, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
3876,Samuel Johnston,James Iredell,James Iredell
3877,Samuel Huntington,Timothy Pickering,Timothy Pickering
3878,Samuel Huntington,George Washington,George Washington
3879,John Sullivan,George Washington,George Washington
3880,odorick Bland,George Washington,George Washington
3881,James Mitchell Varnum,William Greene,William Greene
3882,Joseph Jones,George Washington,George Washington
3883, Board of War,Proceedings,Proceedings
3884,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
3885,Samuel Livermore,Meshech Weare,Meshech Weare
3886,Samuel Huntington,Benjamin Franklin,Benjamin Franklin
3887,Daniel of St. Thomas Jenifer,Benjamin Franklin,Benjamin Franklin
3888,Samuel Huntington,George Washington,George Washington
3889,Thomas McKean,Samuel Adams,Samuel Adams
3890,Samuel Huntington,George Washington,George Washington
3891,John Sullivan,Meshech Weare,Meshech Weare
3892,Samuel Osgood,John Lowell,John Lowell
3893, President of Congress (Thomas McKean), Several States, Several States
3894, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
3895,Samuel Osgood,Henry Gardner,Henry Gardner
3896,Thomas Rodney,Diary,Diary
3897,Thomas McKean,George Washington,George Washington
3898, Board of War,Proceedings,Proceedings
3899,Thomas McKean,George Washington,George Washington
3900,John Sullivan,John Wendell,John Wendell
3901,Richard Potts,Thomas Sim Lee,Thomas Sim Lee
3902, Georgia Delegates,John Jones,John Jones
3903,Thomas McKean, Marquis de Lafayette, Marquis de Lafayette
3904,William Sharpe,Christian 02iger,Christian 02iger
3905,James Lovell,John Adams,John Adams
3906,Edmund Randolph,George Webb,George Webb
3907, Virginia Delegates,Thomas Nelson,Thomas Nelson
3908,Joseph Jones,Thomas Jefferson,Thomas Jefferson
3909,Joseph Jones,John Taliaferro,John Taliaferro
3910,Daniel of St. Thomas Jenifer,John Hall,John Hall
3911,Richard Potts,Samuel Hughes,Samuel Hughes
3912,Elias Boudinot,John Stevens,John Stevens
3913, Rhode Island Delegates,William Greene,William Greene
3914,Samuel Livermore,Meshech Weare,Meshech Weare
3915,Thomas McKean, State of New Hampshire, State of New Hampshire
3916,Thomas McKean, State of New Jersey, State of New Jersey
3917,Thomas McKean,George Washington,George Washington
3918,Thomas McKean,Nathanael Greene,Nathanael Greene
3919, Board of War,George Washington,George Washington
3920, Pennsylvania Delegates,Joseph Reed,Joseph Reed
3921,William Sharpe,Thomas Burke,Thomas Burke
3922,William Sharpe,Nathanael Greene,Nathanael Greene
3923,Elias Boudinot,Peter Wilson,Peter Wilson
3924,Roger Sherman,Josiah Bartlett,Josiah Bartlett
3925,Ezra L'Hommedieu,George Clinton,George Clinton
3926,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3927,Thomas McKean,George Washington,George Washington
3928, New York Delegates,Memorial to Congress,Memorial to Congress
3929,Joseph Jones,George Washington,George Washington
3930,Thomas McKean,Joseph Reed,Joseph Reed
3931,Thomas McKean,George Washington,George Washington
3932,A Committee of Congress,George Washington,George Washington
3933, Georgia Delegates,George Washington,George Washington
3934, Virginia Delegates,Thomas Nelson,Thomas Nelson
3935, New York Delegates,George Ointon,George Ointon
3936,John Sullivan,Meshech Weare,Meshech Weare
3937,Samuel Livermore,Meshech Weare,Meshech Weare
3938,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
3939, New York Delegates,George Clinton,George Clinton
3940, New York Delegates,Udny Hay,Udny Hay
3941,James Lovell,Mrs. Abigail Adams,Mrs. Abigail Adams
3942,James Lovell,Elbridge Gerry,Elbridge Gerry
3943, New York Delegates,George Clinton,George Clinton
3944,James EHiane,Robert R. Livingston,Robert R. Livingston
3945,Thomas McKean,George Washington,George Washington
3946,Thomas McKean,Richard Henry Lee,Richard Henry Lee
3947,Robert Morris,George Washington,George Washington
3948,Richard Peters,George Washington,George Washington
3949, Virginia Delegates,Thomas Nelson,Thomas Nelson
3950,James Madison,Edmund Pendleton,Edmund Pendleton
3951,John Maws,Nathanael Greene,Nathanael Greene
3952, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
3953,James Duane,George Clinton,George Clinton
3954,Samuel Livermore,Meshech Weare,Meshech Weare
3955, Rhode Island Delegates,William Greene,William Greene
3956,Daniel Mowry,Daniel Manton,Daniel Manton
3957,Thomas McKean,Thomas Nelson,Thomas Nelson
3958,Thomas McKean,Thomas Sim Lee,Thomas Sim Lee
3959,Thomas McKean,Thomas Bradford,Thomas Bradford
3960,James Lovell,John Jay,John Jay
3961,Ezra L'Hommedieu,George Clinton,George Clinton
3962,A Committee of Congress, Agents for Vermont, Agents for Vermont
3963, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
3964,Thomas McKean,Thomas Jefferson,Thomas Jefferson
3965,James Duane,George Clinton,George Clinton
3966,James Mitchell Varnum,George Washington,George Washington
3967, Virginia Delegates,Thomas Nelson,Thomas Nelson
3968,Joseph Jones, Virginia State Auditors, Virginia State Auditors
3969, New York Delegates,George Clinton,George Clinton
3970,Ezra L'Hommedieu,George Clinton,George Clinton
3971,Samuel Livermore,Meshech Weare,Meshech Weare
3972,James Mitchell Varnum,George Washington,George Washington
3973,James Lovell,Mrs. Elizabeth Dana,Mrs. Elizabeth Dana
3974,John Maws,Nathanael Greene,Nathanael Greene
3975,James Lovell,Mrs. Abigail Adams,Mrs. Abigail Adams
3976,Thomas McKean,Certain States,Certain States
3977,Thomas McKean,Joseph Reed,Joseph Reed
3978,Elias Boudinot,William Livingston,William Livingston
3979,Thomas McKean,Nathanael Greene,Nathanael Greene
3980,Samuel Osgood,John Lowell,John Lowell
3981, Rhode Island Delegates,William Greene,William Greene
3982,Roger Sherman,Oliver Ellsworth,Oliver Ellsworth
3983,James Duane,George Clinton,George Clinton
3984,James Duane,Robert R. Livingston,Robert R. Livingston
3985,Ezra L'Hommedieu,William Floyd,William Floyd
3986,Ezra L'Hommedieu,David Gelston,David Gelston
3987, Virginia Delegates,Thomas Nelson,Thomas Nelson
3988,John Wirspoon,Samuel Huntington,Samuel Huntington
3989,Thomas McKean,Joseph Reed,Joseph Reed
3990,William Sharpe,George Washington,George Washington
3991,Thomas McKean, Comte de Rochambeau, Comte de Rochambeau
3992,Thomas McKean,Arthur Lee,Arthur Lee
3993,Thomas McKean,Richard Henry Lee,Richard Henry Lee
3994, Virginia Delegates,Thomas Nelson,Thomas Nelson
3995,Samuel Livermore,Meshech Weare,Meshech Weare
3996, Rhode Island Delegates,William Greene,William Greene
3997,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
3998,Roger Sherman,Oliver Ellsworth,Oliver Ellsworth
3999,William Sharpe,Nathanael Greene,Nathanael Greene
4000,Richard Howly,Horatio Gates,Horatio Gates
4001,Thomas McKean,Robert R. Livingston,Robert R. Livingston
4002,Thomas McKean,Thomas Rodney,Thomas Rodney
4003,Edmund Randolph,Thomas Jefferson,Thomas Jefferson
4004,Ezra L'Hommedieu,George Clinton,George Clinton
4005,Ezra L'Hommedieu,George Clinton,George Clinton
4006, New York Delegates,George Clinton,George Clinton
4007,James Duane,George Washington,George Washington
4008,Thomas McKean, State of New Jersey, State of New Jersey
4009,Thomas McKean, State of Pennsylvania, State of Pennsylvania
4010,James Duane,Robert R. Livingston,Robert R. Livingston
4011,William Sharpe,Samuel Huntington,Samuel Huntington
4012,Thomas McKean,George Washington,George Washington
4013,Charles Thomson,Meriwer Smith,Meriwer Smith
4014,James Lovell,Mrs. Abigail Adams,Mrs. Abigail Adams
4015,James Lovell,Samuel Adams,Samuel Adams
4016,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
4017, Virginia Delegates,Thomas Nelson,Thomas Nelson
4018,Samuel Livermore,Meshech Weare,Meshech Weare
4019,William Sharpe,Samuel Huntington,Samuel Huntington
4020,Thomas McKean,Caesar Rodney,Caesar Rodney
4021,Thomas McKean,George Washington,George Washington
4022,James Lovell,George Washington,George Washington
4023,James Lovell,Nathanael Greene,Nathanael Greene
4024,Thomas McKean,Nathan Brownson,Nathan Brownson
4025,Thomas McKean,John Cochran,John Cochran
4026, Virginia Delegates,Thomas Nelson,Thomas Nelson
4027,Samuel Livermore,Meshech Weare,Meshech Weare
4028,Thomas McKean,George Washington,George Washington
4029, New York Delegates,George Clinton,George Clinton
4030,Ezra L'Hommedieu,George Clinton,George Clinton
4031,Thomas McKean, Chevalier de la Luzerne, Chevalier de la Luzerne
4032,Elias Boudinot,William Livingston,William Livingston
4033,John Maws,George Washington,George Washington
4034,James Mitchell Varnum,George Washington,George Washington
4035,Samuel Livermore,Meshech Weare,Meshech Weare
4036,James Lovell,Elbridge Gerry,Elbridge Gerry
4037,James Madison,Edmund Pendleton,Edmund Pendleton
4038,Abraham Clark,James Caldwell,James Caldwell
4039,Abraham Clark,James Caldwell,James Caldwell
4040,Elias Boudinot,Lewis Pintard,Lewis Pintard
4041,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
4042,Thomas McKean, State of Pennsylvania, State of Pennsylvania
4043,Thomas McKean, State of Virginia, State of Virginia
4044, Virginia Delegates,Thomas Nelson,Thomas Nelson
4045,Edmund Randolph,Thomas Jefferson,Thomas Jefferson
4046,George Walton,Thomas McKean,Thomas McKean
4047,Edmund Randolph, Virginia State Auditors, Virginia State Auditors
4048,Thomas McKean,George Washington,George Washington
4049,Thomas McKean,George Washington,George Washington
4050,Thomas McKean, Comte de Grasse, Comte de Grasse
4051,William Churchill Houston,Thomas McKean,Thomas McKean
4052, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
4053,Thomas McKean,George Washington,George Washington
4054,James Lovell,George Washington,George Washington
4055,Thomas McKean,William Heath,William Heath
4056,Nicholas Van Dyke,Thomas Rodney,Thomas Rodney
4057, Virginia Delegates,Thomas Nelson,Thomas Nelson
4058,James Madison,Edmund Pendleton,Edmund Pendleton
4059,Abraham Clark,Elias Dayton,Elias Dayton
4060,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
4061,Thomas McKean,George Washington,George Washington
4062,Thomas McKean,Benjamin Franklin,Benjamin Franklin
4063,Elias Boudinot,William Livingston,William Livingston
4064, Virginia Delegates,Thomas Nelson,Thomas Nelson
4065,Edmund Randolph,odorick Bland,odorick Bland
4066,EUias Boudinot,Elisha Boudinot,Elisha Boudinot
4067,Elias Boudinot,Lewis Pintard,Lewis Pintard
4068,Abrahant Gark,Josiah Hornblower,Josiah Hornblower
4069,Elias Boudinot,Lewis Pintard,Lewis Pintard
4070, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4071,Samuel Livermore,Meshech Weare,Meshech Weare
4072,James Madison,Edmund Pendleton,Edmund Pendleton
4073,Thomas McKean,George Washington,George Washington
4074,Thomas McKean, Comte de Rochambeau, Comte de Rochambeau
4075,Thomas McKean, Comte de Grasse, Comte de Grasse
4076,Thomas McKean,Benjamin Lincoln,Benjamin Lincoln
4077,Charles Thomson,Benjamin Lincoln,Benjamin Lincoln
4078,Thomas McKean,Nathanael Greene,Nathanael Greene
4079,Elias Boudinot,John Stevens,John Stevens
4080,Samuel Livermore,Meshech Weare,Meshech Weare
4081,Richard Law,Jonathan Trumbull,Jonathan Trumbull
4082, Virginia Delegates,Thomas Nelson,Thomas Nelson
4083,Edmund Randolph,Thomas Nelson,Thomas Nelson
4084, President of Congress (John Hanson),George Washington,George Washington
4085,James Madison,Edmund Pendleton,Edmund Pendleton
4086,Samuel Livermore,Meshech Weare,Meshech Weare
4087,John Hanson,Certain States,Certain States
4088,James Madison,Thomas JeflFerson,Thomas JeflFerson
4089,William Ellery,William Greene,William Greene
4090,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
4091, Virginia Delegates,Thomas Nelson,Thomas Nelson
4092,Charles Thomson,Robert Morris,Robert Morris
4093, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4094,John Hanson, Marquis de Lafayette, Marquis de Lafayette
4095,Charles Thomson,Robert R. Livingston,Robert R. Livingston
4096,James Madison,Edmund Pendleton,Edmund Pendleton
4097,Samuel Livermore,Meshech Weare,Meshech Weare
4098,Charles Thomson,George Washington,George Washington
4099,A Committee of Congress,George Washington,George Washington
4100,Samuel Osgood,William Heath,William Heath
4101,John Hanson, Several States, Several States
4102, Georgia Delegates,John Jones,John Jones
4103,William Floyd,George Clinton,George Clinton
4104, Virginia Delegates,Thomas Nelson,Thomas Nelson
4105,James Lovell,Mrs. Abigail Adams,Mrs. Abigail Adams
4106,John Hanson,George Washington,George Washington
4107,Daniel Carroll,George Washington,George Washington
4108,Benjamin Hawkins,Abner Nash,Abner Nash
4109,William Floyd,George Clinton,George Clinton
4110, Rhode Island Delegates,William Greene,William Greene
4111,Samuel Livermore,Meshech Weare,Meshech Weare
4112,James Madison,Edmund Pendleton,Edmund Pendleton
4113,John Hanson, Several States, Several States
4114,James Lovell,Samuel Adams,Samuel Adams
4115,John Hanson,Nathanael Greene,Nathanael Greene
4116,John Hanson,George Washington,George Washington
4117,Abraham Clark,John Mehelm,John Mehelm
4118,Samuel Livermore,Meshech Weare,Meshech Weare
4119, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4120, Rhode Island Delegates,William Greene,William Greene
4121,Oliver Wolcott,Jonathan Trumbull,Jonathan Trumbull
4122,George Partridge,Elbridge Gerry,Elbridge Gerry
4123,Samuel Livermore,Meshech Weare,Meshech Weare
4124,Oliver Wolcott,Andrew Adams,Andrew Adams
4125,William Ellery,William Greene,William Greene
4126,William Floyd,George Clinton,George Clinton
4127,Oliver Wolcott,Jonathan Trumbull,Jonathan Trumbull
4128,Samuel Livermore,Meshech Weare,Meshech Weare
4129, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4130,James Madison,Edmund Pendleton,Edmund Pendleton
4131,Benjamin Hawkins,Abner Nash,Abner Nash
4132,William Floyd,George Clinton,George Clinton
4133,James Madison,Thomas Jefferson,Thomas Jefferson
4134, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4135,James Madison,Eximund Pendleton,Eximund Pendleton
4136,Nicholas Eveleigh,John Maws,John Maws
4137,Arthur Middleton,Charles Cotesworth Pinckney,Charles Cotesworth Pinckney
4138,William Floyd,George Clinton,George Clinton
4139,John Hanson,George Washington,George Washington
4140,Samuel Livermore,Meshech Weare,Meshech Weare
4141,Caesar Rodney,Thomas Rodney,Thomas Rodney
4142,James Madison,Edmund Pendleton,Edmund Pendleton
4143,Elbridge Gerry, Massachusetts Assembly, Massachusetts Assembly
4144,Samuel Livermore,Meshech Weare,Meshech Weare
4145,Ezekiel Cornell,George Washington,George Washington
4146, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4147,Samuel Livermore,Meshech Weare,Meshech Weare
4148,El jas Boudinot,Elisha Boudinot,Elisha Boudinot
4149,Charles Thomson,George Ointon,George Ointon
4150, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4151,James Madison,Edmund Pendleton,Edmund Pendleton
4152,William Floyd,George Clinton,George Clinton
4153, South Caroh'na Delegates,John Maws,John Maws
4154,Samuel Livermore,Meshech Weare,Meshech Weare
4155,Samuel Osgood,James Lovell,James Lovell
4156, New York Delegates,George Clinton,George Clinton
4157,Elias Boudinot,Lewis Pintard,Lewis Pintard
4158,John Hanson,John Hall,John Hall
4159,Samuel Livermore,Meshech Weare,Meshech Weare
4160,Samuel Livermore,Meshech Weare,Meshech Weare
4161, New York Delegates,George Clinton,George Clinton
4162, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
4163, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4164, New York Delegates,George Clinton,George Clinton
4165,William Ellery,unknown,unknown
4166,James Madison,Thomas Jefferson,Thomas Jefferson
4167,Samuel Livermore,Meshech Weare,Meshech Weare
4168, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4169,Joseph Jones,Edmund Pendleton,Edmund Pendleton
4170, Massachusetts Delegates,John Avery,John Avery
4171,Samuel Livermore,Meshech Weare,Meshech Weare
4172,James Madison,Thomas Jefferson,Thomas Jefferson
4173,John Morin Scott,George Clinton,George Clinton
4174, New York Delegates,George Ginton,George Ginton
4175, Virginia Delegates,Benjamin Lincoln,Benjamin Lincoln
4176,John Morin Scott,George Ointon,George Ointon
4177,James Madison,Eximund Pendleton,Eximund Pendleton
4178,Arthur Lee,James Warren,James Warren
4179,Charles Thomson,William Moore,William Moore
4180,John Morin Scott,George Clinton,George Clinton
4181,Samuel Osgood,Samuel Holten,Samuel Holten
4182,Samuel Livermore,Meshech Weare,Meshech Weare
4183, Rhode Island Delegates,William Greene,William Greene
4184,James Madison,Thomas Jefferson,Thomas Jefferson
4185,Edward Telfair,James Jackson,James Jackson
4186,Arthur Lee,Samuel Adams,Samuel Adams
4187,Samuel Livermore,Meshech Weare,Meshech Weare
4188,Edmund Randolph,Benjamin Harrison,Benjamin Harrison
4189,John Morin Scott,George Clinton,George Clinton
4190,William Floyd,George Clinton,George Clinton
4191, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4192,James Madison,Edmund Randolph,Edmund Randolph
4193,James Madison,Edmund Pendleton,Edmund Pendleton
4194, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4195,Samuel Livermore,John Hanson,John Hanson
4196, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4197,James Madison,Edmund Randolph,Edmund Randolph
4198,James Madison,Observations,Observations
4199, South Carolina Delegates,John Maws,John Maws
4200, Rhode Island Delegates,William Greene,William Greene
4201, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4202,James Madison,Edmund Randolph,Edmund Randolph
4203,James Madison,Arthur Lee,Arthur Lee
4204,Charles Thomson,Robert Morris,Robert Morris
4205,Charles Thomson,Robert R. Livingston,Robert R. Livingston
4206,Charles Thomson,Robert R. Livingston,Robert R. Livingston
4207,Jesse Root,Jonathan Trumbull,Jonathan Trumbull
4208,Charles Thomson,Report,Report
4209,James Madison,Edmund Randolph,Edmund Randolph
4210,Edmund Randolph,John Tyler,John Tyler
4211,Jesse Root,Jeremiah Wadsworth,Jeremiah Wadsworth
4212,John Morin Scott,George Clinton,George Clinton
4213,William Floyd,George Clinton,George Clinton
4214,Charles Thomson,Jonathan Trumbull,Jonathan Trumbull
4215,Charles Thomson, Several States, Several States
4216,Jesse Root,Jonathan Trumbull,Jonathan Trumbull
4217,John Hanson, Several States, Several States
4218,John Morin Scott,George Clinton,George Clinton
4219, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4220,James Madison,Edmund Randolph,Edmund Randolph
4221,James Madison,Arthur Lee,Arthur Lee
4222,John Lowell,Samuel Adams,Samuel Adams
4223,James Madison,Edmund Randolph,Edmund Randolph
4224,William Few,James Jackson,James Jackson
4225,James Madison,Edmund Randolph,Edmund Randolph
4226,Charles Thomson,Robert Morris,Robert Morris
4227,John Morin Scott,George Washington,George Washington
4228,James Dt01e,Philip Schuyler,Philip Schuyler
4229,Turbutt Wright,John Hall,John Hall
4230,John Hanson,John Hall,John Hall
4231, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4232,James Madison,Edmund Randolph,Edmund Randolph
4233, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4234,James Duane,Philip Schuyler,Philip Schuyler
4235,John Hanson,John Hall,John Hall
4236,James MadiscKi,Edmund Randolph,Edmund Randolph
4237, Virginia Delegates,Benjamin Hiarrison,Benjamin Hiarrison
4238,Samuel Osgood,John Avery,John Avery
4239,Charles Thomson,Robert R. Livingston,Robert R. Livingston
4240, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4241,Eliphalet Dyer,Roger Sherman,Roger Sherman
4242, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4243,James Madison,Edmund Randolph,Edmund Randolph
4244,John Taylor Gilman,Meshech Weare,Meshech Weare
4245,Charles Thomson,William Barton,William Barton
4246, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4247,John Taylor Gilman,Meschech Weare,Meschech Weare
4248, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4249,James Duane,George Qinton,George Qinton
4250,James Madison,Edmund Randolph,Edmund Randolph
4251,Arthur Lee,Francis Dana,Francis Dana
4252,John Lowell,Samuel Adams,Samuel Adams
4253,John Taylor Gilman,Meshech Weare,Meshech Weare
4254,John Taylor Gilman,Josiah Bartlett,Josiah Bartlett
4255,James Madison,Edmund Randolph,Edmund Randolph
4256,Benjamin Huntington,Andrew Huntington,Andrew Huntington
4257,James Duane,George Ointon,George Ointon
4258, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4259,James Madison,Edmund Randolph,Edmund Randolph
4260,James Madison,Edmund Pendleton,Edmund Pendleton
4261,John Taylor Gilman,Meshech Weare,Meshech Weare
4262,James Duane,Philip Schuyler,Philip Schuyler
4263, Rhode Island Delegates,William Greene,William Greene
4264,Charles Thomson,Notes of Debates,Notes of Debates
4265, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4266,James Madison,Edmund Randolph,Edmund Randolph
4267,John Taylor Oilman,Meshech Weare,Meshech Weare
4268,Arthur Lee,James Warren,James Warren
4269,Charles Thomson,Notes of Debates,Notes of Debates
4270, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4271,Abraham Oark,Elias Dayton,Elias Dayton
4272,Charles Thomson,Notes of Debates,Notes of Debates
4273,David Howell,William Greene,William Greene
4274, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4275,James Madison,Edmund Randolph,Edmund Randolph
4276,Charles Thomson,Notes of Debates,Notes of Debates
4277,David Howell,Welcome Arnold,Welcome Arnold
4278, North Carolina Delegates,Alexander 03tin,Alexander 03tin
4279,John Taylor Oilman,Meshech Weare,Meshech Weare
4280,John Taylor Oilman,Josiah Bartlett,Josiah Bartlett
4281,John Wirspoon,Speech on Finances,Speech on Finances
4282,James Madison,Edmund Randolph,Edmund Randolph
4283,Charles Thomson,Notes of Debates,Notes of Debates
4284,David Hbwell,Moses Brown,Moses Brown
4285, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4286,Arthur Lee,Samuel Adams,Samuel Adams
4287,Thomas McKean,Samuel Adams,Samuel Adams
4288,Jesse Root,Jonathan Trumbull,Jonathan Trumbull
4289,Charles Thomson,Notes of Debates,Notes of Debates
4290, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
4291,David Howell,William Ellery,William Ellery
4292,Charles Thomson,Notes of Debates,Notes of Debates
4293, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4294,James Madison,Edmund Randolph,Edmund Randolph
4295,John Rutledge,Horatio Gates,Horatio Gates
4296,John Taylor Oilman,Meshech Weare,Meshech Weare
4297,Charles Thomson,Notes of Debates,Notes of Debates
4298,James Duane,Philip Schuyler,Philip Schuyler
4299, South Carolina Delegates,George Washington,George Washington
4300, North Carolina Delegates,Alexander 03tin,Alexander 03tin
4301,Charles Thomson,Notes of Debates,Notes of Debates
4302,James Duane,George Clinton,George Clinton
4303,James Madison,Edmund Randolph,Edmund Randolph
4304,John Taylor Oilman,Meshech Weare,Meshech Weare
4305,David Howell,Welcome Arnold,Welcome Arnold
4306,Ralph Izard,Arthur Middleton,Arthur Middleton
4307,James Madison,Edmund Randolph,Edmund Randolph
4308,Charles Thomson,Notes of Debates,Notes of Debates
4309,James Lovell,William Whipple,William Whipple
4310,Hugh Williamson,Alexander 03tin,Alexander 03tin
4311,James Madison,Edmund Randolph,Edmund Randolph
4312,John Wirspoon,Proposed Resolves,Proposed Resolves
4313,John Wirspoon,Speech on Loan-Office Certificates,Speech on Loan-Office Certificates
4314, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4315,James Madison,Edmimd Randolph,Edmimd Randolph
4316, South Carolina Delegates,John Maws,John Maws
4317,John Taylor Oilman,Meshech Weare,Meshech Weare
4318,John Taylor Oilman,Josiah Bartlett,Josiah Bartlett
4319,Ezra L'Hommedieu,George Clinton,George Clinton
4320, North Carolina Delegates,Alexander 03tin,Alexander 03tin
4321,Charles Thomson,Notes of Debates,Notes of Debates
4322,John Taylor Gilman,Josiah Bartlett,Josiah Bartlett
4323,Samuel Osgood,Henry Knox,Henry Knox
4324, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4325,James Madison,Edmund Randolph,Edmund Randolph
4326, South Carolina Delegates,John Maws,John Maws
4327,Arthur Middleton,Edward Rutledge,Edward Rutledge
4328,John Taylor Gilman,Meshech Weare,Meshech Weare
4329,John Rutledge,Nathanael Greene,Nathanael Greene
4330,Charles Thomson,Notes of Debates,Notes of Debates
4331,William Ellery,Nathan Miller,Nathan Miller
4332, New York Delegates,George Clinton,George Clinton
4333,James Duane,George Clinton,George Clinton
4334, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4335,James Madison,Edmund Randolph,Edmund Randolph
4336,John Taylor Gilman,Meshech Weare,Meshech Weare
4337,Abraham Clark,John Mehelm,John Mehelm
4338, New York Delegates,ICzekiel Cornell,ICzekiel Cornell
4339, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4340,John Taylor Gilman,Meshech Weare,Meshech Weare
4341,John Taylor Gilman,Meshech Weare,Meshech Weare
4342,Elias Boudinot,Lewis Pintard,Lewis Pintard
4343,Ralph Izard,Mrs. Izard,Mrs. Izard
4344,Jonathan Arnold,William Greene,William Greene
4345,Daniel Carroll,Daniel of St. Thomas Jenifer,Daniel of St. Thomas Jenifer
4346,James Madison,Edmund Randolph,Edmund Randolph
4347,Joseph Jones,Edmund Pendleton,Edmund Pendleton
4348,Ezra L'Hommedieu,George Clinton,George Clinton
4349,James Duane,George Clinton,George Clinton
4350, Rhode Island Delegates,William Greene,William Greene
4351, Rhode Island Delegates,William Greene,William Greene
4352, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4353,James Madison,Edmund Randolph,Edmund Randolph
4354,David Howell,John Carter,John Carter
4355,Ezra L'Hommedieu,George Clinton,George Clinton
4356,David Howell,Nathanael Greene,Nathanael Greene
4357,Thomas Smith, Pennsylvania Council, Pennsylvania Council
4358, Rhode Island Delegates,William Greene,William Greene
4359,Eliphalet Dyer,Jonathan Trumbull jr.,Jonathan Trumbull jr.
4360,James Madison,Edmund Randolph,Edmund Randolph
4361,James Madison,Edmund Pendleton,Edmund Pendleton
4362, North Carolina Delegates,Alexander 03tin,Alexander 03tin
