id,Label,Source,Target,Type,Timestamp
3117,Samuel Holten,Samuel Holten,Diary,Directed,1780-03-27 
3118,James Madison,James Madison,Thomas Jefferson,Directed,1780-03-27
3119,James Lovell,James Lovell,Samuel Adams,Directed,1780-03-28
3120,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1780-03-28
3121,Abraham Clark,Abraham Clark,William Livingston,Directed,1780-03-30
3122,John Dickinson,John Dickinson,Arthur Lee,Directed,1780-03-30
3123, Board of Admiralty, Board of Admiralty, Commissioners of Navy Board of Eastern Department,Directed,1780-03-31
3124,Elbridge Gerry,Elbridge Gerry,Samuel Huntington,Directed,1780-04-03
3125,William Ellery,William Ellery,William Greene,Directed,1780-04-04
3126, New York Delegates, New York Delegates,George Clinton,Directed,1780-04-04
3127,Samuel Holten,Samuel Holten,Jeremiah Powell,Directed,1780-04-04
3128,Philip Schuyler,Philip Schuyler,George Washington,Directed,1780-04-05
3129,Philip Schuyler,Philip Schuyler,Samuel Huntington,Directed,1780-04-07
3130,Philip Schuyler,Philip Schuyler,Alexander Hamilton,Directed,1780-04-08
3131,James Lovell,James Lovell,Samuel Adams,Directed,1780-04-09
3132,James Lovell,James Lovell,Samuel Adams,Directed,1780-04-11
3133,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-04-15
3134,Oliver Ellsworth,Oliver Ellsworth,Jeremiah Wadsworth,Directed,1780-04-15
3135,Thomas Burke,Thomas Burke,Cornelius Harnett,Directed,1780-04-14 
3136,James Lovell,James Lovell,Horatio Gates,Directed,1780-04-16
3137,Elbridge Gerry,Elbridge Gerry,Samuel Huntington,Directed,1780-04-17
3138,Nathaniel Folsom,Nathaniel Folsom,Josiah Bartlett,Directed,1780-04-17
3139, Alassachusetts Delegates, Alassachusetts Delegates,Jeremiah Powell,Directed,1780-04-17
3140,James Lovell,James Lovell,08ustin Alottin de La Balme,Directed,1780-04-17
3141,Philip Schuyler,Philip Schuyler,George Clinton,Directed,1780-04-18
3142,William Ellery,William Ellery,William Greene,Directed,1780-04-18
3143, Massachusetts Delegates, Massachusetts Delegates,Jeremiah Powell,Directed,1780-04-18
3144,John Alaws,John Alaws,Horatio Gates,Directed,1780-04-18
3145, Committee at Headquarters, Committee at Headquarters, Commissary-General of Issues,Directed,1780-04-19
3146, Committee at Headquarters, Committee at Headquarters, Quartermaster-General,Directed,1780-04-19
3147,Nathaniel Peabody,Nathaniel Peabody,Meshech Weare,Directed,1780-04-20
3148,Samuel Huntington,Samuel Huntington,Thomas Jefferson,Directed,1780-04-23
3149,John Alaws,John Alaws,Robert R. Livingston,Directed,1780-04-24
3150, Rhode Island Delegates, Rhode Island Delegates,William Greene,Directed,1780-05-02
3151,John Collins,John Collins,Nathanael Greene,Directed,1780-05-02
3152,Samuel Holten,Samuel Holten,Diary,Directed,1780-05-03
3153,James Lovell,James Lovell,Benjamin Franklin,Directed,1780-05-04
3154,James Duane,James Duane,George Washington,Directed,1780-05-04
3155,Elbridge Gerry,Elbridge Gerry,John Adams,Directed,1780-05-05
3156, Comm.ittee at Headquarters, Comm.ittee at Headquarters,Nathanael Greene,Directed,1780-05-05
3157,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-05-06
3158,James Aladison,James Aladison,Thomas Jefferson,Directed,1780-05-06
3159,Richard Henry Lee,Richard Henry Lee,William Shippen jr.,Directed,1780-05-07
3160,James Duane,James Duane,George Washington,Directed,1780-05-09
3161,Oliver Ellsworth,Oliver Ellsworth,Jonathan Trumbull,Directed,1780-05-09
3162, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-05-10
3163,James Duane,James Duane,Philip Schuyler,Directed,1780-05-12
3164,Elbridge Gerry,Elbridge Gerry,Nathaniel Peabody,Directed,1780-05-12
3165,William Churchill Houston,William Churchill Houston,Philip Schuyler,Directed,1780-05-13
3166, Committee at Headquarters, Committee at Headquarters,Minute,Directed,1780-05-14
3167, Committee at Headquarters, Committee at Headquarters,Minute,Directed,1780-05-15
3168,Philip Schuyler,Philip Schuyler,George Clinton,Directed,1780-05-15
3169,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-05-16
3170,Samuel Holten,Samuel Holten,Jeremiah Powell,Directed,1780-05-16
3171,William Ellery,William Ellery,William Greene,Directed,1780-05-16
3172, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-05-16
3173, Committee at Headquarters, Committee at Headquarters,Report,Directed,1780-05-16
3174, Committee at Headquarters, Committee at Headquarters,Report,Directed,1780-05-16
3175,Samuel Huntington,Samuel Huntington,Benjamin Lincoln,Directed,1780-05-17
3176,Samuel Holten,Samuel Holten,Diary,Directed,1780-05-18
3177,Robert R. Livingston,Robert R. Livingston,George Qinton,Directed,1780-05-18
3178,Samuel Holten,Samuel Holten,Richard Bache,Directed,1780-05-18
3179,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-05-18
3180,Elbridge Gerry,Elbridge Gerry,Samuel Huntington,Directed,1780-05-18
3181,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1780-05-19
3182,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-05-19
3183,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-05-20
3184,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-05-20
3185,Philip Schuyler,Philip Schuyler,George Ginton,Directed,1780-05-20
3186,Philip Schuyler,Philip Schuyler,Samuel Huntington,Directed,1780-05-21
3187,Robert R. Livingston,Robert R. Livingston,Philip Schuyler,Directed,1780-05-21
3188, New York Delegates, New York Delegates,George Qinton,Directed,1780-05-21
3189,Oliver Ellsworth,Oliver Ellsworth,Joseph Reed,Directed,1780-05-22
3190,William Churchill Houston,William Churchill Houston,William Livingston,Directed,1780-05-22
3191,Samuel Holten,Samuel Holten,Jeremiah Powell,Directed,1780-05-23
3192,Joseph Jones,Joseph Jones,George Washington,Directed,1780-05-23
3193,Samuel Huntington,Samuel Huntington, Chevalier de la Luzerne,Directed,1780-05-24
3194, Committee at Headquarters, Committee at Headquarters, Several States,Directed,1780-05-25
3195, Committee at Headquarters, Committee at Headquarters, Several States,Directed,1780-05-25
3196,Robert R. Livingston,Robert R. Livingston,Philip Schuyler,Directed,1780-05-26
3197,James Duane,James Duane,Philip Schuyler,Directed,1780-05-26
3198,William Churchill Houston,William Churchill Houston,William Livingston,Directed,1780-05-26
3199,Samuel Huntington,Samuel Huntington, Marquis de Bouille,Directed,1780-05-27
3200, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-05-28
3201,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-05-29
3202,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-05-29
3203,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-05-29
3204,Samuel Holten,Samuel Holten,Jeremiah Powell,Directed,1780-05-30
3205,James Duane,James Duane,George Washington,Directed,1780-05-30
3206,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-05-31
3207,A Committee of Congress,A Committee of Congress,Joseph Reed,Directed,1780-05-31
3208, Committee at Headquarters, Committee at Headquarters,Jonathan Trumbull,Directed,1780-06-01
3209,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-06-01
3210,James Lovell,James Lovell,Jeremiah Powell,Directed,1780-06-02
3211,James Madison,James Madison,Thomas Jefferson,Directed,1780-06-02
3212, New York Delegates, New York Delegates,George Clinton,Directed,1780-06-02
3213, Committee at Headquarters, Committee at Headquarters, Several States,Directed,1780-06-02
3214,Samuel Huntington,Samuel Huntington,George Qinton,Directed,1780-06-03
3215,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-06-03
3216,Samuel Huntington,Samuel Huntington,William Livingston,Directed,1780-06-05
3217,Samuel Huntington,Samuel Huntington,George Clinton,Directed,1780-06-05
3218,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-06-05
3219,Samuel Huntington,Samuel Huntington,William Greene,Directed,1780-06-05
3220,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-06-05
3221, New York Delegates, New York Delegates,George Qinton,Directed,1780-06-05
3222,Daniel of St. Thomas Jenifer,Daniel of St. Thomas Jenifer,Thomas Sim Lee,Directed,1780-06-05
3223,William Churchill Houston,William Churchill Houston,William Livingston,Directed,1780-06-05
3224,Nathaniel Folsom,Nathaniel Folsom,Nathaniel Peabody,Directed,1780-06-05
3225, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-06-05
3226, Committee at Headquarters, Committee at Headquarters,Ephraim Blaine,Directed,1780-06-05
3227,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-06-06
3228,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-06-06
3229,James Madison,James Madison,Thomas Jefferson,Directed,1780-06-06
3230,Oliver Ellsworth,Oliver Ellsworth,Jonathan Trumbull,Directed,1780-06-06
3231,James Duane,James Duane,Philip Schuyler,Directed,1780-06-06
3232,John Armstrong,John Armstrong,Horatio Gates,Directed,1780-06-06
3233,Oliver Ellsworth,Oliver Ellsworth,Jonathan Trumbull,Directed,1780-06-08
3234,Cyrus Griffin,Cyrus Griffin,Thomas Jefferson,Directed,1780-06-09
3235,Robert R. Livingston,Robert R. Livingston,Philip Schuyler,Directed,1780-06-09
3236,John Maws,John Maws,Thomas Bee,Directed,1780-06-09
3237,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-06-10
3238,Elbridge Gerry,Elbridge Gerry,Robert Morris,Directed,1780-06-11
3239, Committee at Headquarters, Committee at Headquarters,Elbridge Gerry,Directed,1780-06-11
3240, Committee at Headquarters, Committee at Headquarters, Eastern States,Directed,1780-06-11
3241, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-06-12
3242, Committee at Headquarters, Committee at Headquarters, State of New Hampshire,Directed,1780-06-12
3243, Committee at Headquarters, Committee at Headquarters, State of Virginia,Directed,1780-06-12
3244, Committee at Headquarters, Committee at Headquarters,Jonathan Trumbull,Directed,1780-06-12
3245, Committee at Headquarters, Committee at Headquarters,Joseph Reed,Directed,1780-06-12
3246,Philip Schuyler,Philip Schuyler,George Clinton,Directed,1780-06-12
3247,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-06-13
3248,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-06-13
3249,Cyrus Griffin,Cyrus Griffin,Thomas Jefferson,Directed,1780-06-13
3250,John Walker,John Walker,Thomas Jefferson,Directed,1780-06-13
3251,Oliver Ellsworth,Oliver Ellsworth,Jonathan Trumbull,Directed,1780-06-13
3252,Nathaniel Peabody,Nathaniel Peabody,Nathaniel Folsom,Directed,1780-06-14
3253,Thomas Burke,Thomas Burke,Anthony Wayne,Directed,1780-06-15
3254,John Armstrong,John Armstrong,Horatio Gates,Directed,1780-06-15
3255,Samuel Huntington,Samuel Huntington,Thomas Jefferson,Directed,1780-06-16
3256, Committee of Foreign Affairs, Committee of Foreign Affairs,John Jay,Directed,1780-06-16
3257, New York Delegates, New York Delegates,George Clinton,Directed,1780-06-16
3258,A Committee of Congress,A Committee of Congress, Committee at Headquarters,Directed,1780-06-16
3259,Robert R. Livingston,Robert R. Livingston,Philip Schuyler,Directed,1780-06-16
3260,James Henry,James Henry,George Washington,Directed,1780-06-16
3261, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-06-16
3262,Philip Schuyler,Philip Schuyler,Samuel Huntington,Directed,1780-06-17
3263,John Walker,John Walker,Thomas Jefferson,Directed,1780-06-17
3264,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-06-18
3265,Philip Schuyler,Philip Schuyler,George Washington,Directed,1780-06-18
3266,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-06-18
3267,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-06-19
3268,Joseph Jones,Joseph Jones,George Washington,Directed,1780-06-19
3269,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-06-19
3270, Committee at Headquarters, Committee at Headquarters, States from New Hampshire to Virginia,Directed,1780-06-19
3271, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-06-19
3272,Charles Thomson,Charles Thomson, Several States,Directed,1780-06-20
3273, Committee at Headquarters, Committee at Headquarters,Jonathan Trumbull,Directed,1780-06-20
3274,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-06-21
3275,Samuel Huntington,Samuel Huntington,Thomas Jefferson,Directed,1780-06-21
3276,Samuel Huntington,Samuel Huntington, States from New Hampshire,Directed,1780-06-22
3277,Samuel Huntington,Samuel Huntington,Maryland,Directed,1780-06-22
3278,Robert R. Livingston,Robert R. Livingston,George Washington,Directed,1780-06-22
3279,Oliver Ellsworth,Oliver Ellsworth,Jonathan Trumbull,Directed,1780-06-23
3280,James Madison,James Madison,Thomas Jefferson,Directed,1780-06-23
3281, Committee at Headquarters, Committee at Headquarters, States from New Hampshire to Virginia,Directed,1780-06-23
3282, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-06-24
3283, Committee at Headquarters, Committee at Headquarters,George Washington,Directed,1780-06-24
3284,Nathaniel Peabody,Nathaniel Peabody,Meshech Weare,Directed,1780-06-24
3285,John Walker,John Walker,George Weedon,Directed,1780-06-27
3286,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-06-27
3287,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-06-27
3288,Philip Schuyler,Philip Schuyler,John Maws,Directed,1780-06-27
3289,Philip Schuyler,Philip Schuyler,Nathaniel Peabody,Directed,1780-06-27
3290, Committee at Headquarters, Committee at Headquarters,Daniel of St. Thomas Jenifer,Directed,1780-06-28
3291, Committee at Headquarters, Committee at Headquarters,Josia Beall,Directed,1780-06-28
3292,Robert R. Livingston,Robert R. Livingston,George Clinton,Directed,1780-06-29
3293,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1780-06-29
3294,Samuel Holten,Samuel Holten,Nathaniel Peabody,Directed,1780-06-30
3295,Joseph Jones,Joseph Jones,Thomas Jefferson,Directed,1780-06-30
3296,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-06-30
3297, Committee at Headquarters, Committee at Headquarters,George Washington,Directed,1780-06-30
3298,Samuel Huntington,Samuel Huntington,Benjamin Harwood,Directed,1780-07-02
3299,Samuel Holten,Samuel Holten,Diary,Directed,1780-07-04
3300,Philip Schuyler,Philip Schuyler,Samuel Huntington,Directed,1780-07-05
3301,Philip Schuyler,Philip Schuyler,Samuel Huntington,Directed,1780-07-06
3302,Philip Schuyler,Philip Schuyler,John Maws,Directed,1780-07-06
3303,Philip Schuyler,Philip Schuyler,Nathaniel Peabody,Directed,1780-07-06
3304,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1780-07-08
3305,John Armstrong,John Armstrong,John Davis,Directed,1780-07-08
3306,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-07-09
3307,Samuel Adams,Samuel Adams,John Adams,Directed,1780-07-10
3308,James Lovell,James Lovell,Charles W. F. Dumas,Directed,1780-07-10
3309, Commitlee at Headquarters, Commitlee at Headquarters,Samuel Huntington,Directed,1780-07-10
3310, Committee at Headquarters, Committee at Headquarters, State of Delaware,Directed,1780-07-10
3311, Committee at Headquarters, Committee at Headquarters, State of Pennsylvania,Directed,1780-07-10
3312, Committee at Headquarters, Committee at Headquarters, State of Maryland,Directed,1780-07-10
3313, Committee at Headquarters, Committee at Headquarters, State of Virginia,Directed,1780-07-10
3314, Committee at Headquarters, Committee at Headquarters,a Committee of Citizens of Philadelphia,Directed,1780-07-10
3315,John Walker,John Walker,George Weedon,Directed,1780-07-11
3316, Committee of Foreign Afifairs, Committee of Foreign Afifairs,Benjamin Franklin,Directed,1780-07-11
3317, Committee of Foreign Afifairs, Committee of Foreign Afifairs,John Jay,Directed,1780-07-11
3318, Committee of Foreign Afifairs, Committee of Foreign Afifairs,Benjamin Franklin,Directed,1780-07-11
3319, Committee of Foreign Afifairs, Committee of Foreign Afifairs,John Adams,Directed,1780-07-11
3320,James Lovell,James Lovell,John Jay,Directed,1780-07-11
3321,Samuel Huntington,Samuel Huntington,Benjamin Franklin,Directed,1780-07-12
3322,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-07-13
3323, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-13
3324, Committee at Headquarters, Committee at Headquarters, States from New Hampshire to Maryland,Directed,1780-07-13
3325, Committee at Headquarters, Committee at Headquarters,Joseph Reed,Directed,1780-07-13
3326,Samuel Huntington,Samuel Huntington,Oliver Wolcott,Directed,1780-07-14
3327,William Churchill Houston,William Churchill Houston,Moore Furman,Directed,1780-07-14
3328,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-07-15
3329,John Armstrong,John Armstrong,Horatio Gates,Directed,1780-07-15
3330, Committee at Headquarters, Committee at Headquarters,Nathanael Greene,Directed,1780-07-16
3331, Board of War, Board of War,Thomas Sim Lee,Directed,1780-07-17
3332,Nathaniel Peabody,Nathaniel Peabody,Meshech Weare,Directed,1780-07-17
3333,Joseph Jones,Joseph Jones,George Washington,Directed,1780-07-18
3334, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-18
3335,James Lovell,James Lovell,Benjamin Lincoln,Directed,1780-07-19
3336, Committee at Headquarters, Committee at Headquarters,Azariah Dunham,Directed,1780-07-19
3337, Committee at Headquarters, Committee at Headquarters,George Washington,Directed,1780-07-20
3338,Samuel Huntington,Samuel Huntington, Eastern States,Directed,1780-07-21
3339,Ezekiel Cornell,Ezekiel Cornell,Nathanael Greene,Directed,1780-07-21
3340, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-21
3341, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-21
3342, Committee at Headquarters, Committee at Headquarters,Nathanael Greene,Directed,1780-07-21
3343,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-07-22
3344,Samuel Huntington,Samuel Huntington,Rev. James Cogswell,Directed,1780-07-22
3345,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1780-07-22
3346, Medical Committee, Medical Committee,Jonathan Potts,Directed,1780-07-22
3347,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-07-23
3348, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-23
3349, Committee at Headquarters, Committee at Headquarters,Minute,Directed,1780-07-23
3350, Committee at Headquarters, Committee at Headquarters,William Livingston,Directed,1780-07-23
3351, Committee at Headquarters, Committee at Headquarters,Thomas Jefferson,Directed,1780-07-23
3352,Thomas McKean,Thomas McKean,Caesar Rodney,Directed,1780-07-24
3353,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-07-24
3354,John Walker,John Walker,George Weedon,Directed,1780-07-25
3355,John Armstrong,John Armstrong,John Davis,Directed,1780-07-25
3356, Massachusetts Delegates, Massachusetts Delegates,Thomas Gushing,Directed,1780-07-25
3357, Massachusetts Delegates, Massachusetts Delegates,Timothy Danielson,Directed,1780-07-25
3358,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-07-26
3359, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-27
3360,Charles Thomson,Charles Thomson, Several States,Directed,1780-07-28
3361, Board of War, Board of War,George Washington,Directed,1780-07-28
3362, Committee at Headquarters, Committee at Headquarters,Nathanael Greene,Directed,1780-07-28
3363,Ezekiel Cornell,Ezekiel Cornell,Nathanael Greene,Directed,1780-07-29
3364, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-07-30
3365, Committee at Headquarters, Committee at Headquarters,Moore Furman,Directed,1780-07-30
3366,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-08-01
3367,Ezekiel Cornell,Ezekiel Cornell,Nathaniel Greene,Directed,1780-08-01
3368,Henry Laurens,Henry Laurens,Richard Henry Lee,Directed,1780-08-01
3369,John Matws,John Matws,Thomas Bee,Directed,1780-08-01
3370,John Armstrong,John Armstrong,William Irvine,Directed,1780-08-03
3371,Samuel Adams,Samuel Adams,James Warren,Directed,1780-08-03
3372, Committee at Headquarters, Committee at Headquarters,Samuel Huntington,Directed,1780-08-03
3373,Samuel Huntington,Samuel Huntington,Horatio Gates,Directed,1780-08-04
3374,John Maws,John Maws,Samuel Huntington,Directed,1780-08-06
3375,Nathaniel Peabody,Nathaniel Peabody,Josiah Bartlett,Directed,1780-08-06
3376,Joseph Jones,Joseph Jones,George Washington,Directed,1780-08-06
3377,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-08-07
3378,John Maws,John Maws,Samuel Huntington,Directed,1780-08-08
3379,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-08-08
3380, Board of War, Board of War,George Washington,Directed,1780-08-08
3381,Samuel Huntington,Samuel Huntington,Horatio Gates,Directed,1780-08-10
3382,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1780-08-10
3383,Richard Howly,Richard Howly,Horatio Gates,Directed,1780-08-10
3384,John Maws,John Maws, Medical Committee,Directed,1780-08-10
3385,James Duane,James Duane,Robert R. Livingston,Directed,1780-08-11
3386,Samuel Huntington,Samuel Huntington, Committee at Headquarters,Directed,1780-08-12
3387,Samuel Huntington,Samuel Huntington, Chevalier de la Luzerne,Directed,1780-08-12
3388,Samuel Huntington,Samuel Huntington,Alexander McDougal,Directed,1780-08-13
3389,Ezekiel Cornell,Ezekiel Cornell,Nathanael Greene,Directed,1780-08-13
3390,Samuel Huntington,Samuel Huntington,Horatio Gates,Directed,1780-08-14
3391,Roger Sherman,Roger Sherman,Oliver Wolcott,Directed,1780-08-14
3392,Nathaniel Folsom,Nathaniel Folsom,Josiah Bartlett,Directed,1780-08-14
3393,Elbridge Gerry,Elbridge Gerry,James Lovell,Directed,1780-08-14
3394,James Lovell,James Lovell,Beniamin Franklin,Directed,1780-08-15
3395,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-08-15
3396,Ezekiel Cornell,Ezekiel Cornell,Nathanael Greene,Directed,1780-08-15
3397,John Walker,John Walker,George Weedon,Directed,1780-08-15
3398,John Maws,John Maws,Samuel Huntington,Directed,1780-08-16
3399, Committee at Headquarters, Committee at Headquarters, Several States,Directed,1780-08-16
3400,John Armstrong,John Armstrong,William Irvine,Directed,1780-08-17
3401,A Committee of Congress,A Committee of Congress, Comte de Rochambeau,Directed,1780-08-17
3402,Thomas Bee,Thomas Bee,Benjamin Lincoln,Directed,1780-08-18
3403,Samuel Huntington,Samuel Huntington, Comte de Rochambeau,Directed,1780-08-19
3404,Thomas McKean,Thomas McKean,Committee Report,Directed,1780-08-19
3405, Committee at Headquarters, Committee at Headquarters, Several States,Directed,1780-08-19
3406,Ezekiel Cornell,Ezekiel Cornell,Horatio Gates,Directed,1780-08-20
3407,Whitmill Hill,Whitmill Hill,Thomas Burke,Directed,1780-08-20
3408,Artemas Ward,Artemas Ward, President of Massachusetts Council,Directed,1780-08-21
3409,Samuel Huntington,Samuel Huntington, President of Pennsylvania,Directed,1780-08-22
3410,Samuel Huntington,Samuel Huntington,Council of Pennsylvania,Directed,1780-08-22
3411, Connecticut Delegates, Connecticut Delegates,Jonathan Trumbull,Directed,1780-08-22
3412,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-08-22
3413,Samuel Adams,Samuel Adams,James Bowdoin,Directed,1780-08-22
3414,John Maws,John Maws,Philip Schuyler,Directed,1780-08-23
3415,Robert R. Livingston,Robert R. Livingston,John Jay,Directed,1780-08-26
3416,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-08-28
3417,Thomas McKean,Thomas McKean,Joseph Reed,Directed,1780-08-29
3418,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-08-29
3419, Board of War, Board of War,Horatio Gates,Directed,1780-08-29
3420,John Armstrong,John Armstrong,Joseph Reed,Directed,1780-08-30
3421,Samuel Huntington,Samuel Huntington, Chevalier de la Luzerne,Directed,1780-08-31
3422,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-08-31
3423,Samuel Huntintgon,Samuel Huntintgon,Jonathan Trumbull,Directed,1780-09-01
3424, Connecticut Delegates, Connecticut Delegates,Jonathan Trumbull,Directed,1780-09-01
3425,Samuel Huntington,Samuel Huntington,George Howell,Directed,1780-09-02
3426,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-09-02
3427,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-09-03
3428,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-09-03
3429,John Armstrong,John Armstrong,Horatio Gates,Directed,1780-09-03
3430,Nathaniel Peabody,Nathaniel Peabody,Ephraim Blaine,Directed,1780-09-03
3431,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-09-04
3432, Virginia Delegates, Virginia Delegates,Certificate,Directed,1780-09-05
3433,John Henry jr.,John Henry jr.,Thomas Sim Lee,Directed,1780-09-05
3434,James Lovell,James Lovell,Elbridge Gerry,Directed,1780-09-05
3435,James Lovell,James Lovell,Samuel Holten,Directed,1780-09-05
3436,Joseph Jones,Joseph Jones,George Washington,Directed,1780-09-06
3437,James Lovell,James Lovell,Benjamin Franklin,Directed,1780-09-07
3438,Nathaniel Peabody,Nathaniel Peabody,Meshech Weare,Directed,1780-09-08
3439,Samuel Huntington,Samuel Huntington,Horatio Gates,Directed,1780-09-09
3440,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-09-10
3441,James Lovell,James Lovell,Samuel Holten,Directed,1780-09-10
3442,Samuel Huntington,Samuel Huntington,Horatio Gates,Directed,1780-09-12
3443,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-09-12
3444,James Madison,James Madison,Edmund Pendleton,Directed,1780-09-12
3445,Elbridge Gerry,Elbridge Gerry,James Bowdoin,Directed,1780-09-14
3446,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-09-15
3447,Samuel Huntington,Samuel Huntington,William Livingston,Directed,1780-09-15
3448,John Maws,John Maws,George Washington,Directed,1780-09-15
3449,Samuel Adams,Samuel Adams,John Lowell,Directed,1780-09-15
3450,Samuel Huntington,Samuel Huntington,Joseph Reed,Directed,1780-09-16
3451,Samuel Huntington,Samuel Huntington,Caesar Rodney,Directed,1780-09-16
3452,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-09-16
3453,Nathaniel Peabody,Nathaniel Peabody,Nathanael Greene,Directed,1780-09-18
3454,James Duane,James Duane,George Washington,Directed,1780-09-19
3455,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-09-19
3456,James Lovell,James Lovell,Samuel Holten,Directed,1780-09-19
3457,James Madison,James Madison,Joseph Jones,Directed,1780-09-19
3458,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1780-09-20
3459,Elbridge Gerry,Elbridge Gerry,a Committee of Massachusetts Assembly,Directed,1780-09-21
3460,Nathaniel Peabody,Nathaniel Peabody,Josiah Bartlett,Directed,1780-09-21
3461, Maryland Delegates, Maryland Delegates,Thomas Sim Lee,Directed,1780-09-22
3462,Richard Howly,Richard Howly,Horatio Gates,Directed,1780-09-22
3463,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1780-09-23
3464,Samuel Huntington,Samuel Huntington,Nathanael Greene,Directed,1780-09-24
3465,John Maws,John Maws,George Washington,Directed,1780-09-24
3466,John Morin Scott,John Morin Scott,George Clinton,Directed,1780-09-26
